G4801870,Texas,Guadalupe,Guadalupe County
G4800610,Texas,Cameron,Cameron County
G4800210,Texas,Bastrop,Bastrop County
G4800030,Texas,Andrews,Andrews County
G4800310,Texas,Blanco,Blanco County
G4800150,Texas,Austin,Austin County
G4801230,Texas,DeWitt,DeWitt County
G4800010,Texas,Anderson,Anderson County
G4800190,Texas,Bandera,Bandera County
G4800270,Texas,Bell,Bell County
G4800090,Texas,Archer,Archer County
G4800110,Texas,Armstrong,Armstrong County
G4800250,Texas,Bee,Bee County
G4800170,Texas,Bailey,Bailey County
G4801630,Texas,Frio,Frio County
G4800050,Texas,Angelina,Angelina County
G4801470,Texas,Fannin,Fannin County
G4802450,Texas,Jefferson,Jefferson County
G4803010,Texas,Loving,Loving County
G4802190,Texas,Hockley,Hockley County
G4800350,Texas,Bosque,Bosque County
G4801750,Texas,Goliad,Goliad County
G4802650,Texas,Kerr,Kerr County
G4800670,Texas,Cass,Cass County
G4801570,Texas,Fort Bend,Fort Bend County
G4800970,Texas,Cooke,Cooke County
G4803330,Texas,Mills,Mills County
G4804870,Texas,Wilbarger,Wilbarger County
G4802350,Texas,Irion,Irion County
G4804110,Texas,San Saba,San Saba County
G4802470,Texas,Jim Hogg,Jim Hogg County
G4800550,Texas,Caldwell,Caldwell County
G4801090,Texas,Culberson,Culberson County
G4800070,Texas,Aransas,Aransas County
G4801210,Texas,Denton,Denton County
G4803810,Texas,Randall,Randall County
G4804590,Texas,Upshur,Upshur County
G4802670,Texas,Kimble,Kimble County
G4800950,Texas,Concho,Concho County
G4802210,Texas,Hood,Hood County
G4802750,Texas,Knox,Knox County
G4800730,Texas,Cherokee,Cherokee County
G4804930,Texas,Wilson,Wilson County
G4803530,Texas,Nolan,Nolan County
G4803730,Texas,Polk,Polk County
G4801010,Texas,Cottle,Cottle County
G4804070,Texas,San Jacinto,San Jacinto County
G4803950,Texas,Robertson,Robertson County
G4803970,Texas,Rockwall,Rockwall County
G4803450,Texas,Motley,Motley County
G4802970,Texas,Live Oak,Live Oak County
G4804210,Texas,Sherman,Sherman County
G4803570,Texas,Ochiltree,Ochiltree County
G4800910,Texas,Comal,Comal County
G4800570,Texas,Calhoun,Calhoun County
G0800710,Colorado,Las Animas,Las Animas County
G0800430,Colorado,Fremont,Fremont County
G0800690,Colorado,Larimer,Larimer County
G0800210,Colorado,Conejos,Conejos County
G0800510,Colorado,Gunnison,Gunnison County
G0800370,Colorado,Eagle,Eagle County
G0800890,Colorado,Otero,Otero County
G0800170,Colorado,Cheyenne,Cheyenne County
G0800250,Colorado,Crowley,Crowley County
G0800670,Colorado,La Plata,La Plata County
G0800110,Colorado,Bent,Bent County
G0800010,Colorado,Adams,Adams County
G0800270,Colorado,Custer,Custer County
G0800970,Colorado,Pitkin,Pitkin County
G0800390,Colorado,Elbert,Elbert County
G0801250,Colorado,Yuma,Yuma County
G0800290,Colorado,Delta,Delta County
G0800650,Colorado,Lake,Lake County
G0800450,Colorado,Garfield,Garfield County
G0800990,Colorado,Prowers,Prowers County
G0800870,Colorado,Morgan,Morgan County
G0801170,Colorado,Summit,Summit County
G0800230,Colorado,Costilla,Costilla County
G0800790,Colorado,Mineral,Mineral County
G0800730,Colorado,Lincoln,Lincoln County
G0801150,Colorado,Sedgwick,Sedgwick County
G0801030,Colorado,Rio Blanco,Rio Blanco County
G0800030,Colorado,Alamosa,Alamosa County
G0800830,Colorado,Montezuma,Montezuma County
G0800590,Colorado,Jefferson,Jefferson County
G0801130,Colorado,San Miguel,San Miguel County
G0800950,Colorado,Phillips,Phillips County
G0800910,Colorado,Ouray,Ouray County
G0800770,Colorado,Mesa,Mesa County
G0800350,Colorado,Douglas,Douglas County
G0801090,Colorado,Saguache,Saguache County
G0801050,Colorado,Rio Grande,Rio Grande County
G0801010,Colorado,Pueblo,Pueblo County
G0800630,Colorado,Kit Carson,Kit Carson County
G0800330,Colorado,Dolores,Dolores County
G0800090,Colorado,Baca,Baca County
G0800750,Colorado,Logan,Logan County
G0800810,Colorado,Moffat,Moffat County
G0801190,Colorado,Teller,Teller County
G0800190,Colorado,Clear Creek,Clear Creek County
G0800610,Colorado,Kiowa,Kiowa County
G0800130,Colorado,Boulder,Boulder County
G0800530,Colorado,Hinsdale,Hinsdale County
G0800490,Colorado,Grand,Grand County
G0800150,Colorado,Chaffee,Chaffee County
G0800570,Colorado,Jackson,Jackson County
G0801230,Colorado,Weld,Weld County
G0800850,Colorado,Montrose,Montrose County
G0801110,Colorado,San Juan,San Juan County
G0800140,Colorado,Broomfield,Broomfield County
G0801210,Colorado,Washington,Washington County
G0800070,Colorado,Archuleta,Archuleta County
G0800470,Colorado,Gilpin,Gilpin County
G0801070,Colorado,Routt,Routt County
G0800310,Colorado,Denver,Denver County
G0800930,Colorado,Park,Park County
G0800410,Colorado,El Paso,El Paso County
G0800050,Colorado,Arapahoe,Arapahoe County
G0800550,Colorado,Huerfano,Huerfano County
